request_id,workflow,label,run_slug,endpoint_name,endpoint_type,started_at,ended_at,elapsed_seconds,outcome,status_code,error_type,retry_count,query_summary
1,pilot_day,region=west_coast;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:27,2026-03-29T08:36:28,0.794,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.5,31.5,31.5,31.5,31.5; longitude=-127.0,-124.5,-122.0,-119.5,-117.0,-114.5,-114.0,-127.0,-124.5,-122.0,-119.5,..."
2,pilot_day,region=west_coast;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:28,2026-03-29T08:36:29,0.767,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=31.5,31.5,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.5,36.5,36.5; longitude=-114.5,-114.0,-127.0,-124.5,-122.0,-119.5,-117.0,-114.5,-114.0,-127.0,-124.5,..."
3,pilot_day,region=west_coast;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:30,2026-03-29T08:36:30,0.765,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=36.5,36.5,36.5,36.5,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.5; longitude=-119.5,-117.0,-114.5,-114.0,-127.0,-124.5,-122.0,-119.5,-117.0,-114.5,-114.0,..."
4,pilot_day,region=west_coast;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:31,2026-03-29T08:36:31,0.777,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=41.5,41.5,41.5,41.5,41.5,41.5,44.0,44.0,44.0,44.0,44.0,44.0; longitude=-124.5,-122.0,-119.5,-117.0,-114.5,-114.0,-127.0,-124.5,-122.0,-119.5,-117.0,..."
5,pilot_day,region=west_coast;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:32,2026-03-29T08:36:33,0.769,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=44.0,46.5,46.5,46.5,46.5,46.5,46.5,46.5,49.0,49.0,49.0,49.0; longitude=-114.0,-127.0,-124.5,-122.0,-119.5,-117.0,-114.5,-114.0,-127.0,-124.5,-122.0,..."
6,pilot_day,region=west_coast;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:33,2026-03-29T08:36:34,0.795,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=49.0,49.0,49.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0; longitude=-117.0,-114.5,-114.0,-127.0,-124.5,-122.0,-119.5,-117.0,-114.5,-114.0"
7,pilot_day,region=southwest;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:36:35,2026-03-29T08:37:21,45.203,retrying,,timeout,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=28.5,28.5,28.5,28.5,28.5,28.5,28.5,31.25,31.25,31.25,31.25,31.25; longitude=-120.5,-117.5,-114.5,-111.5,-108.5,-105.5,-104.5,-120.5,-117.5,-114.5,-111.5,..."
8,pilot_day,region=southwest;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:37:22,2026-03-29T08:37:23,0.775,success,200.0,,1,"start_date=2026-04-03; end_date=2026-04-03; latitude=28.5,28.5,28.5,28.5,28.5,28.5,28.5,31.25,31.25,31.25,31.25,31.25; longitude=-120.5,-117.5,-114.5,-111.5,-108.5,-105.5,-104.5,-120.5,-117.5,-114.5,-111.5,..."
9,pilot_day,region=southwest;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:37:24,2026-03-29T08:37:24,0.762,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=31.25,31.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.75,36.75,36.75; longitude=-105.5,-104.5,-120.5,-117.5,-114.5,-111.5,-108.5,-105.5,-104.5,-120.5,-117.5,..."
10,pilot_day,region=southwest;date=2026-04-03,comfortwx_pilot_day_openmeteo_20260403,openmeteo_forecast,forecast,2026-03-29T08:37:25,2026-03-29T08:37:25,0.781,success,200.0,,0,"start_date=2026-04-03; end_date=2026-04-03; latitude=36.75,36.75,36.75,36.75,39.5,39.5,39.5,39.5,39.5,39.5,39.5,42.25; longitude=-111.5,-108.5,-105.5,-104.5,-120.5,-117.5,-114.5,-111.5,-108.5,-105.5,-104.5,..."
